CMDLINE /home/jonas/Documents/Research/dyad_ranking/torch_plnet/.venv/bin/python cp_rank_experimenter.py
MEM 706.867188 1729164864.0980
MEM 706.867188 1729164864.1982
MEM 706.867188 1729164864.2985
MEM 706.867188 1729164864.3988
MEM 706.867188 1729164864.4993
MEM 706.867188 1729164864.5997
MEM 706.867188 1729164864.7000
MEM 706.867188 1729164864.8003
MEM 706.867188 1729164864.9006
MEM 706.867188 1729164865.0012
MEM 706.867188 1729164865.1015
MEM 706.867188 1729164865.2019
MEM 706.867188 1729164865.3023
MEM 706.867188 1729164865.4027
MEM 706.867188 1729164865.5032
MEM 706.867188 1729164865.6037
MEM 706.867188 1729164865.7041
MEM 706.867188 1729164865.8046
MEM 706.867188 1729164865.9050
MEM 706.867188 1729164866.0055
MEM 706.867188 1729164866.1061
MEM 706.867188 1729164866.2065
MEM 706.867188 1729164866.3073
MEM 706.867188 1729164866.4076
MEM 706.867188 1729164866.5080
MEM 706.867188 1729164866.6085
MEM 706.867188 1729164866.7091
MEM 706.867188 1729164866.8095
MEM 706.867188 1729164866.9098
MEM 706.867188 1729164867.0101
MEM 706.867188 1729164867.1105
MEM 706.867188 1729164867.2108
MEM 706.867188 1729164867.3111
MEM 706.867188 1729164867.4114
MEM 706.867188 1729164867.5118
MEM 706.867188 1729164867.6123
MEM 706.867188 1729164867.7127
MEM 706.867188 1729164867.8131
MEM 706.867188 1729164867.9134
MEM 706.867188 1729164868.0138
MEM 706.867188 1729164868.1142
MEM 706.867188 1729164868.2146
MEM 706.867188 1729164868.3149
MEM 706.867188 1729164868.4154
MEM 706.867188 1729164868.5158
MEM 706.867188 1729164868.6163
MEM 706.867188 1729164868.7167
MEM 706.867188 1729164868.8172
MEM 706.867188 1729164868.9176
MEM 706.867188 1729164869.0180
MEM 706.867188 1729164869.1185
MEM 706.867188 1729164869.2188
MEM 706.867188 1729164869.3192
MEM 706.867188 1729164869.4196
MEM 706.867188 1729164869.5201
MEM 706.867188 1729164869.6206
MEM 706.867188 1729164869.7209
MEM 706.867188 1729164869.8214
MEM 706.867188 1729164869.9219
MEM 706.867188 1729164870.0223
MEM 706.867188 1729164870.1228
MEM 706.867188 1729164870.2233
MEM 706.867188 1729164870.3237
MEM 706.867188 1729164870.4241
MEM 706.867188 1729164870.5246
MEM 706.867188 1729164870.6250
MEM 706.867188 1729164870.7253
MEM 706.867188 1729164870.8257
MEM 706.867188 1729164870.9262
MEM 706.867188 1729164871.0266
MEM 706.867188 1729164871.1269
MEM 706.867188 1729164871.2273
MEM 706.867188 1729164871.3278
MEM 706.867188 1729164871.4283
MEM 706.867188 1729164871.5287
MEM 706.867188 1729164871.6290
MEM 706.867188 1729164871.7294
MEM 706.867188 1729164871.8298
MEM 706.867188 1729164871.9302
MEM 706.867188 1729164872.0306
MEM 706.867188 1729164872.1309
MEM 706.867188 1729164872.2312
MEM 706.867188 1729164872.3315
MEM 706.867188 1729164872.4318
MEM 706.867188 1729164872.5321
MEM 706.867188 1729164872.6324
MEM 706.867188 1729164872.7327
MEM 706.867188 1729164872.8331
MEM 706.867188 1729164872.9335
MEM 706.867188 1729164873.0338
MEM 706.867188 1729164873.1342
MEM 706.867188 1729164873.2346
MEM 706.867188 1729164873.3349
MEM 706.867188 1729164873.4352
MEM 706.867188 1729164873.5355
MEM 706.867188 1729164873.6359
MEM 706.867188 1729164873.7362
MEM 706.867188 1729164873.8365
MEM 706.867188 1729164873.9369
MEM 706.867188 1729164874.0373
MEM 706.867188 1729164874.1376
MEM 706.867188 1729164874.2379
MEM 706.867188 1729164874.3383
MEM 706.867188 1729164874.4386
MEM 706.867188 1729164874.5390
MEM 706.867188 1729164874.6393
MEM 706.867188 1729164874.7397
MEM 706.867188 1729164874.8401
MEM 706.867188 1729164874.9405
MEM 706.867188 1729164875.0409
MEM 706.867188 1729164875.1413
MEM 706.867188 1729164875.2416
MEM 706.867188 1729164875.3420
MEM 706.867188 1729164875.4424
MEM 706.867188 1729164875.5427
MEM 706.867188 1729164875.6431
MEM 706.867188 1729164875.7435
MEM 706.867188 1729164875.8440
MEM 706.867188 1729164875.9445
MEM 706.867188 1729164876.0449
MEM 706.867188 1729164876.1454
MEM 706.867188 1729164876.2459
MEM 706.867188 1729164876.3464
MEM 706.867188 1729164876.4468
MEM 706.867188 1729164876.5471
MEM 706.867188 1729164876.6475
MEM 706.867188 1729164876.7479
MEM 706.867188 1729164876.8482
MEM 706.867188 1729164876.9486
MEM 706.867188 1729164877.0491
MEM 706.867188 1729164877.1495
MEM 706.867188 1729164877.2500
MEM 706.867188 1729164877.3504
MEM 706.867188 1729164877.4509
MEM 706.867188 1729164877.5513
MEM 706.867188 1729164877.6517
MEM 706.867188 1729164877.7521
MEM 706.867188 1729164877.8526
MEM 706.867188 1729164877.9531
MEM 706.867188 1729164878.0535
MEM 706.867188 1729164878.1540
MEM 706.867188 1729164878.2544
MEM 706.867188 1729164878.3549
MEM 706.867188 1729164878.4553
MEM 706.867188 1729164878.5558
MEM 706.867188 1729164878.6562
MEM 706.867188 1729164878.7567
MEM 706.867188 1729164878.8572
MEM 706.867188 1729164878.9575
MEM 706.867188 1729164879.0579
MEM 706.867188 1729164879.1583
MEM 706.867188 1729164879.2586
MEM 706.867188 1729164879.3590
MEM 706.867188 1729164879.4592
MEM 706.867188 1729164879.5596
MEM 706.867188 1729164879.6600
MEM 706.867188 1729164879.7603
MEM 706.867188 1729164879.8606
MEM 706.867188 1729164879.9610
MEM 706.867188 1729164880.0613
MEM 706.867188 1729164880.1618
MEM 706.867188 1729164880.2623
MEM 706.867188 1729164880.3627
MEM 706.867188 1729164880.4630
MEM 706.867188 1729164880.5636
MEM 706.867188 1729164880.6640
MEM 706.867188 1729164880.7643
MEM 706.867188 1729164880.8649
MEM 706.867188 1729164880.9653
MEM 706.867188 1729164881.0658
MEM 706.867188 1729164881.1662
MEM 706.867188 1729164881.2667
MEM 706.867188 1729164881.3671
MEM 706.867188 1729164881.4675
MEM 706.867188 1729164881.5681
MEM 706.867188 1729164881.6686
MEM 706.867188 1729164881.7690
MEM 706.867188 1729164881.8695
MEM 706.867188 1729164881.9699
MEM 706.867188 1729164882.0703
MEM 706.867188 1729164882.1707
MEM 706.867188 1729164882.2711
MEM 706.867188 1729164882.3715
MEM 706.867188 1729164882.4718
MEM 706.867188 1729164882.5723
MEM 706.867188 1729164882.6727
MEM 706.867188 1729164882.7731
MEM 706.867188 1729164882.8735
MEM 706.867188 1729164882.9739
MEM 706.867188 1729164883.0743
MEM 706.867188 1729164883.1747
MEM 706.867188 1729164883.2750
MEM 706.867188 1729164883.3753
MEM 706.867188 1729164883.4756
MEM 706.867188 1729164883.5759
MEM 706.867188 1729164883.6763
MEM 706.867188 1729164883.7766
MEM 706.867188 1729164883.8771
MEM 706.867188 1729164883.9774
MEM 706.867188 1729164884.0777
MEM 706.867188 1729164884.1780
MEM 706.867188 1729164884.2783
MEM 706.867188 1729164884.3787
MEM 706.867188 1729164884.4790
MEM 706.867188 1729164884.5794
MEM 706.867188 1729164884.6798
MEM 706.867188 1729164884.7802
MEM 706.867188 1729164884.8805
MEM 706.867188 1729164884.9809
MEM 706.867188 1729164885.0813
MEM 706.867188 1729164885.1816
MEM 706.867188 1729164885.2820
MEM 706.867188 1729164885.3824
MEM 706.867188 1729164885.4828
MEM 706.867188 1729164885.5830
MEM 706.867188 1729164885.6834
MEM 706.867188 1729164885.7837
MEM 706.867188 1729164885.8840
MEM 706.867188 1729164885.9844
MEM 706.867188 1729164886.0848
MEM 706.867188 1729164886.1852
MEM 706.867188 1729164886.2856
MEM 706.867188 1729164886.3860
MEM 706.867188 1729164886.4863
MEM 706.867188 1729164886.5867
MEM 706.867188 1729164886.6870
MEM 706.867188 1729164886.7873
MEM 706.867188 1729164886.8877
MEM 706.867188 1729164886.9881
MEM 706.867188 1729164887.0885
MEM 706.867188 1729164887.1889
MEM 706.867188 1729164887.2892
MEM 706.867188 1729164887.3896
MEM 706.867188 1729164887.4901
MEM 706.867188 1729164887.5905
MEM 706.867188 1729164887.6909
MEM 706.867188 1729164887.7915
MEM 706.867188 1729164887.8918
MEM 706.867188 1729164887.9921
MEM 706.867188 1729164888.0925
MEM 706.867188 1729164888.1929
MEM 706.867188 1729164888.2934
MEM 706.867188 1729164888.3937
MEM 706.867188 1729164888.4940
MEM 706.867188 1729164888.5942
MEM 706.867188 1729164888.6947
MEM 706.867188 1729164888.7950
MEM 706.867188 1729164888.8953
MEM 706.867188 1729164888.9957
MEM 706.867188 1729164889.0960
MEM 706.867188 1729164889.1963
MEM 706.867188 1729164889.2968
MEM 706.867188 1729164889.3971
MEM 706.867188 1729164889.4974
MEM 706.867188 1729164889.5978
MEM 706.867188 1729164889.6981
MEM 706.867188 1729164889.7984
MEM 706.867188 1729164889.8989
MEM 706.867188 1729164889.9992
MEM 706.867188 1729164890.0996
MEM 706.867188 1729164890.1999
MEM 706.867188 1729164890.3002
MEM 706.867188 1729164890.4006
MEM 706.867188 1729164890.5010
MEM 706.867188 1729164890.6015
MEM 706.867188 1729164890.7019
MEM 706.867188 1729164890.8025
MEM 706.867188 1729164890.9032
MEM 706.867188 1729164891.0039
MEM 706.867188 1729164891.1048
MEM 706.867188 1729164891.2056
MEM 706.867188 1729164891.3063
MEM 706.867188 1729164891.4069
MEM 706.867188 1729164891.5074
MEM 706.867188 1729164891.6079
MEM 706.867188 1729164891.7084
MEM 706.867188 1729164891.8088
MEM 706.867188 1729164891.9093
MEM 706.867188 1729164892.0098
MEM 706.867188 1729164892.1102
MEM 706.867188 1729164892.2107
MEM 706.867188 1729164892.3111
MEM 706.867188 1729164892.4117
MEM 706.867188 1729164892.5122
MEM 706.867188 1729164892.6127
MEM 706.867188 1729164892.7131
MEM 706.867188 1729164892.8136
MEM 706.867188 1729164892.9140
MEM 706.867188 1729164893.0144
MEM 706.867188 1729164893.1149
MEM 706.867188 1729164893.2154
MEM 706.867188 1729164893.3159
MEM 706.867188 1729164893.4164
MEM 706.867188 1729164893.5168
MEM 706.867188 1729164893.6172
MEM 706.867188 1729164893.7176
MEM 706.867188 1729164893.8180
MEM 706.867188 1729164893.9185
MEM 706.867188 1729164894.0189
MEM 706.867188 1729164894.1194
MEM 706.867188 1729164894.2198
MEM 706.867188 1729164894.3202
MEM 706.867188 1729164894.4205
MEM 706.867188 1729164894.5209
MEM 706.867188 1729164894.6214
MEM 706.867188 1729164894.7218
MEM 706.867188 1729164894.8222
MEM 706.867188 1729164894.9226
MEM 706.867188 1729164895.0231
MEM 706.867188 1729164895.1235
MEM 706.867188 1729164895.2239
MEM 706.867188 1729164895.3243
MEM 706.867188 1729164895.4248
MEM 706.867188 1729164895.5253
MEM 706.867188 1729164895.6259
MEM 706.867188 1729164895.7265
MEM 706.867188 1729164895.8271
MEM 706.867188 1729164895.9277
MEM 706.867188 1729164896.0289
MEM 706.867188 1729164896.1300
MEM 706.867188 1729164896.2311
MEM 706.867188 1729164896.3320
MEM 706.867188 1729164896.4331
MEM 706.867188 1729164896.5340
MEM 706.867188 1729164896.6352
MEM 706.867188 1729164896.7363
MEM 706.867188 1729164896.8373
MEM 706.867188 1729164896.9378
MEM 706.867188 1729164897.0386
MEM 706.867188 1729164897.1393
MEM 706.867188 1729164897.2400
MEM 706.867188 1729164897.3406
MEM 706.867188 1729164897.4412
MEM 706.867188 1729164897.5418
MEM 706.867188 1729164897.6422
MEM 706.867188 1729164897.7427
MEM 706.867188 1729164897.8429
MEM 706.867188 1729164897.9433
MEM 706.867188 1729164898.0436
MEM 706.867188 1729164898.1439
MEM 706.867188 1729164898.2442
MEM 706.867188 1729164898.3445
MEM 706.867188 1729164898.4448
MEM 706.867188 1729164898.5451
MEM 706.867188 1729164898.6454
MEM 706.867188 1729164898.7457
MEM 706.867188 1729164898.8460
MEM 706.867188 1729164898.9463
MEM 706.867188 1729164899.0466
MEM 706.867188 1729164899.1468
MEM 706.867188 1729164899.2471
MEM 706.867188 1729164899.3474
MEM 706.867188 1729164899.4476
MEM 706.867188 1729164899.5479
MEM 706.867188 1729164899.6482
MEM 706.867188 1729164899.7485
MEM 706.867188 1729164899.8488
MEM 706.867188 1729164899.9491
MEM 706.867188 1729164900.0495
MEM 706.867188 1729164900.1499
MEM 706.867188 1729164900.2502
MEM 706.867188 1729164900.3506
MEM 706.867188 1729164900.4509
MEM 706.867188 1729164900.5513
MEM 706.867188 1729164900.6516
MEM 706.867188 1729164900.7519
MEM 706.867188 1729164900.8522
MEM 706.867188 1729164900.9525
MEM 706.867188 1729164901.0528
MEM 706.867188 1729164901.1531
MEM 706.867188 1729164901.2534
MEM 706.867188 1729164901.3537
MEM 706.867188 1729164901.4540
MEM 706.867188 1729164901.5544
MEM 706.867188 1729164901.6548
MEM 706.867188 1729164901.7550
MEM 706.867188 1729164901.8553
MEM 706.867188 1729164901.9557
MEM 706.867188 1729164902.0562
MEM 706.867188 1729164902.1565
MEM 706.867188 1729164902.2568
MEM 706.867188 1729164902.3571
MEM 706.867188 1729164902.4574
MEM 706.867188 1729164902.5576
MEM 706.867188 1729164902.6579
MEM 706.867188 1729164902.7582
MEM 706.867188 1729164902.8585
MEM 706.867188 1729164902.9587
MEM 706.867188 1729164903.0589
MEM 706.867188 1729164903.1592
MEM 706.867188 1729164903.2594
MEM 706.867188 1729164903.3597
MEM 706.867188 1729164903.4600
MEM 706.867188 1729164903.5602
MEM 706.867188 1729164903.6605
MEM 706.867188 1729164903.7607
MEM 706.867188 1729164903.8610
MEM 706.867188 1729164903.9612
MEM 706.867188 1729164904.0614
MEM 706.867188 1729164904.1617
MEM 706.867188 1729164904.2620
MEM 706.867188 1729164904.3621
MEM 706.867188 1729164904.4624
MEM 706.867188 1729164904.5626
MEM 706.867188 1729164904.6628
MEM 706.867188 1729164904.7630
MEM 706.867188 1729164904.8632
MEM 706.867188 1729164904.9634
MEM 706.867188 1729164905.0636
MEM 706.867188 1729164905.1638
MEM 706.867188 1729164905.2642
MEM 706.867188 1729164905.3645
MEM 706.867188 1729164905.4647
MEM 706.867188 1729164905.5650
MEM 706.867188 1729164905.6653
MEM 706.867188 1729164905.7656
MEM 706.867188 1729164905.8659
MEM 706.867188 1729164905.9663
MEM 706.867188 1729164906.0666
MEM 706.867188 1729164906.1669
MEM 706.867188 1729164906.2671
MEM 706.867188 1729164906.3674
MEM 706.867188 1729164906.4676
MEM 706.867188 1729164906.5679
MEM 706.867188 1729164906.6682
MEM 706.867188 1729164906.7685
MEM 706.867188 1729164906.8688
MEM 706.867188 1729164906.9691
MEM 706.867188 1729164907.0693
MEM 706.867188 1729164907.1697
MEM 706.867188 1729164907.2699
MEM 706.867188 1729164907.3701
MEM 706.867188 1729164907.4704
MEM 706.867188 1729164907.5707
MEM 706.867188 1729164907.6709
MEM 706.867188 1729164907.7711
MEM 706.867188 1729164907.8713
MEM 706.867188 1729164907.9716
MEM 706.867188 1729164908.0719
MEM 706.867188 1729164908.1723
MEM 706.867188 1729164908.2726
MEM 706.867188 1729164908.3730
MEM 706.867188 1729164908.4734
MEM 706.867188 1729164908.5738
MEM 706.867188 1729164908.6742
MEM 706.867188 1729164908.7744
MEM 706.867188 1729164908.8748
MEM 706.867188 1729164908.9750
MEM 706.867188 1729164909.0754
MEM 706.867188 1729164909.1758
MEM 706.867188 1729164909.2762
MEM 706.867188 1729164909.3765
MEM 706.867188 1729164909.4769
MEM 706.867188 1729164909.5773
MEM 706.867188 1729164909.6777
MEM 706.867188 1729164909.7780
MEM 706.867188 1729164909.8784
MEM 706.867188 1729164909.9788
MEM 706.867188 1729164910.0792
MEM 706.867188 1729164910.1797
MEM 706.867188 1729164910.2801
MEM 706.867188 1729164910.3805
MEM 706.867188 1729164910.4810
MEM 706.867188 1729164910.5813
MEM 706.867188 1729164910.6817
MEM 706.867188 1729164910.7820
MEM 706.867188 1729164910.8823
MEM 706.867188 1729164910.9827
MEM 706.867188 1729164911.0832
MEM 706.867188 1729164911.1836
MEM 706.867188 1729164911.2840
MEM 706.867188 1729164911.3844
MEM 706.867188 1729164911.4848
MEM 706.867188 1729164911.5852
MEM 706.867188 1729164911.6857
MEM 706.867188 1729164911.7860
MEM 706.867188 1729164911.8865
MEM 706.867188 1729164911.9869
MEM 706.867188 1729164912.0873
MEM 706.867188 1729164912.1877
MEM 706.867188 1729164912.2881
MEM 706.867188 1729164912.3885
MEM 706.867188 1729164912.4889
MEM 706.867188 1729164912.5894
MEM 706.867188 1729164912.6898
MEM 706.867188 1729164912.7901
MEM 706.867188 1729164912.8906
MEM 706.867188 1729164912.9908
MEM 706.867188 1729164913.0912
MEM 706.867188 1729164913.1915
MEM 706.867188 1729164913.2919
MEM 706.867188 1729164913.3923
MEM 706.867188 1729164913.4928
MEM 706.867188 1729164913.5931
MEM 706.867188 1729164913.6934
MEM 706.867188 1729164913.7938
MEM 706.867188 1729164913.8942
MEM 706.867188 1729164913.9946
MEM 706.867188 1729164914.0949
MEM 706.867188 1729164914.1952
MEM 706.867188 1729164914.2956
MEM 706.867188 1729164914.3961
MEM 706.867188 1729164914.4964
MEM 706.867188 1729164914.5968
MEM 706.867188 1729164914.6972
MEM 706.867188 1729164914.7975
MEM 706.867188 1729164914.8979
MEM 706.867188 1729164914.9984
MEM 706.867188 1729164915.0988
MEM 706.867188 1729164915.1992
MEM 706.867188 1729164915.2996
MEM 706.867188 1729164915.4001
MEM 706.867188 1729164915.5006
MEM 706.867188 1729164915.6011
MEM 706.867188 1729164915.7016
MEM 706.867188 1729164915.8020
MEM 706.867188 1729164915.9024
MEM 706.867188 1729164916.0028
MEM 706.867188 1729164916.1031
MEM 706.867188 1729164916.2034
MEM 706.867188 1729164916.3037
MEM 706.867188 1729164916.4042
MEM 706.867188 1729164916.5046
MEM 706.867188 1729164916.6050
MEM 706.867188 1729164916.7055
MEM 706.867188 1729164916.8060
MEM 706.867188 1729164916.9065
MEM 706.867188 1729164917.0070
MEM 706.867188 1729164917.1074
MEM 706.867188 1729164917.2080
MEM 706.867188 1729164917.3085
MEM 706.867188 1729164917.4090
MEM 706.867188 1729164917.5096
MEM 706.867188 1729164917.6101
MEM 706.867188 1729164917.7105
MEM 706.867188 1729164917.8110
MEM 706.867188 1729164917.9114
MEM 706.867188 1729164918.0118
MEM 706.867188 1729164918.1121
MEM 706.867188 1729164918.2126
MEM 706.867188 1729164918.3130
MEM 706.867188 1729164918.4133
MEM 706.867188 1729164918.5137
MEM 706.867188 1729164918.6141
MEM 706.867188 1729164918.7145
MEM 706.867188 1729164918.8149
MEM 706.867188 1729164918.9153
MEM 706.867188 1729164919.0157
MEM 706.867188 1729164919.1162
MEM 706.867188 1729164919.2166
MEM 706.867188 1729164919.3171
MEM 706.867188 1729164919.4176
MEM 706.867188 1729164919.5180
MEM 706.867188 1729164919.6184
MEM 706.867188 1729164919.7189
MEM 706.867188 1729164919.8193
MEM 706.867188 1729164919.9196
MEM 706.867188 1729164920.0200
MEM 706.867188 1729164920.1204
MEM 706.867188 1729164920.2208
MEM 706.867188 1729164920.3212
MEM 706.867188 1729164920.4215
MEM 706.867188 1729164920.5219
MEM 706.867188 1729164920.6223
MEM 706.867188 1729164920.7227
MEM 706.867188 1729164920.8231
MEM 706.867188 1729164920.9236
MEM 706.867188 1729164921.0241
MEM 706.867188 1729164921.1246
MEM 706.867188 1729164921.2250
MEM 706.867188 1729164921.3255
MEM 706.867188 1729164921.4260
MEM 706.867188 1729164921.5264
MEM 706.867188 1729164921.6268
MEM 706.867188 1729164921.7272
MEM 706.867188 1729164921.8276
MEM 706.867188 1729164921.9280
MEM 706.867188 1729164922.0284
MEM 706.867188 1729164922.1288
MEM 706.867188 1729164922.2293
MEM 706.867188 1729164922.3297
MEM 706.867188 1729164922.4301
MEM 706.867188 1729164922.5305
MEM 706.867188 1729164922.6308
MEM 706.867188 1729164922.7312
MEM 706.867188 1729164922.8315
MEM 706.867188 1729164922.9318
MEM 706.867188 1729164923.0322
MEM 706.867188 1729164923.1326
MEM 706.867188 1729164923.2329
MEM 706.867188 1729164923.3333
MEM 706.867188 1729164923.4336
MEM 706.867188 1729164923.5340
MEM 706.867188 1729164923.6344
MEM 706.867188 1729164923.7348
MEM 706.867188 1729164923.8352
MEM 706.867188 1729164923.9355
MEM 706.867188 1729164924.0358
MEM 706.867188 1729164924.1362
MEM 706.867188 1729164924.2365
MEM 706.867188 1729164924.3369
MEM 706.867188 1729164924.4373
MEM 706.867188 1729164924.5377
MEM 706.867188 1729164924.6381
MEM 706.867188 1729164924.7384
MEM 706.867188 1729164924.8388
MEM 706.867188 1729164924.9391
MEM 706.867188 1729164925.0394
MEM 706.867188 1729164925.1398
MEM 706.867188 1729164925.2402
MEM 706.867188 1729164925.3405
