CMDLINE /home/jonas/Documents/Research/dyad_ranking/torch_plnet/.venv/bin/python cp_rank_experimenter.py
MEM 707.007812 1729165410.4709
MEM 707.007812 1729165410.5711
MEM 707.007812 1729165410.6713
MEM 707.007812 1729165410.7716
MEM 707.007812 1729165410.8719
MEM 707.007812 1729165410.9722
MEM 707.007812 1729165411.0724
MEM 707.007812 1729165411.1727
MEM 707.007812 1729165411.2731
MEM 707.007812 1729165411.3734
MEM 707.007812 1729165411.4737
MEM 707.007812 1729165411.5739
MEM 707.007812 1729165411.6743
MEM 707.007812 1729165411.7748
MEM 707.007812 1729165411.8752
MEM 707.007812 1729165411.9755
MEM 707.007812 1729165412.0759
MEM 707.007812 1729165412.1762
MEM 707.007812 1729165412.2765
MEM 707.007812 1729165412.3769
MEM 707.007812 1729165412.4774
MEM 707.007812 1729165412.5779
MEM 707.007812 1729165412.6783
MEM 707.007812 1729165412.7788
MEM 707.007812 1729165412.8791
MEM 707.007812 1729165412.9795
MEM 707.007812 1729165413.0798
MEM 707.007812 1729165413.1802
MEM 707.007812 1729165413.2805
MEM 707.007812 1729165413.3809
MEM 707.007812 1729165413.4812
MEM 707.007812 1729165413.5816
MEM 707.007812 1729165413.6819
MEM 707.007812 1729165413.7823
MEM 707.007812 1729165413.8827
MEM 707.007812 1729165413.9831
MEM 707.007812 1729165414.0834
MEM 707.007812 1729165414.1839
MEM 707.007812 1729165414.2842
MEM 707.007812 1729165414.3846
MEM 707.007812 1729165414.4851
MEM 707.007812 1729165414.5856
MEM 707.007812 1729165414.6861
MEM 707.007812 1729165414.7866
MEM 707.007812 1729165414.8870
MEM 707.007812 1729165414.9876
MEM 707.007812 1729165415.0881
MEM 707.007812 1729165415.1886
MEM 707.007812 1729165415.2890
MEM 707.007812 1729165415.3895
MEM 707.007812 1729165415.4900
MEM 707.007812 1729165415.5905
MEM 707.007812 1729165415.6909
MEM 707.007812 1729165415.7913
MEM 707.007812 1729165415.8918
MEM 707.007812 1729165415.9922
MEM 707.007812 1729165416.0928
MEM 707.007812 1729165416.1932
MEM 707.007812 1729165416.2936
MEM 707.007812 1729165416.3941
MEM 707.007812 1729165416.4945
MEM 707.007812 1729165416.5949
MEM 707.007812 1729165416.6952
MEM 707.007812 1729165416.7956
MEM 707.007812 1729165416.8959
MEM 707.007812 1729165416.9964
MEM 707.007812 1729165417.0969
MEM 707.007812 1729165417.1972
MEM 707.007812 1729165417.2976
MEM 707.007812 1729165417.3980
MEM 707.007812 1729165417.4984
MEM 707.007812 1729165417.5989
MEM 707.007812 1729165417.6993
MEM 707.007812 1729165417.7997
MEM 707.007812 1729165417.9001
MEM 707.007812 1729165418.0006
MEM 707.007812 1729165418.1010
MEM 707.007812 1729165418.2015
MEM 707.007812 1729165418.3018
MEM 707.007812 1729165418.4022
MEM 707.007812 1729165418.5028
MEM 707.007812 1729165418.6034
MEM 707.007812 1729165418.7042
MEM 707.007812 1729165418.8048
MEM 707.007812 1729165418.9054
MEM 707.007812 1729165419.0058
MEM 707.007812 1729165419.1063
MEM 707.007812 1729165419.2067
MEM 707.007812 1729165419.3072
MEM 707.007812 1729165419.4075
MEM 707.007812 1729165419.5078
MEM 707.007812 1729165419.6082
MEM 707.007812 1729165419.7086
MEM 707.007812 1729165419.8089
MEM 707.007812 1729165419.9093
MEM 707.007812 1729165420.0096
MEM 707.007812 1729165420.1099
MEM 707.007812 1729165420.2102
MEM 707.007812 1729165420.3106
MEM 707.007812 1729165420.4108
MEM 707.007812 1729165420.5111
MEM 707.007812 1729165420.6114
MEM 707.007812 1729165420.7117
MEM 707.007812 1729165420.8121
MEM 707.007812 1729165420.9123
MEM 707.007812 1729165421.0126
MEM 707.007812 1729165421.1129
MEM 707.007812 1729165421.2133
MEM 707.007812 1729165421.3137
MEM 707.007812 1729165421.4140
MEM 707.007812 1729165421.5143
MEM 707.007812 1729165421.6146
MEM 707.007812 1729165421.7148
MEM 707.007812 1729165421.8151
MEM 707.007812 1729165421.9154
MEM 707.007812 1729165422.0158
MEM 707.007812 1729165422.1161
MEM 707.007812 1729165422.2164
MEM 707.007812 1729165422.3168
MEM 707.007812 1729165422.4172
MEM 707.007812 1729165422.5175
MEM 707.007812 1729165422.6179
MEM 707.007812 1729165422.7181
MEM 707.007812 1729165422.8184
MEM 707.007812 1729165422.9187
MEM 707.007812 1729165423.0190
MEM 707.007812 1729165423.1192
MEM 707.007812 1729165423.2195
MEM 707.007812 1729165423.3198
MEM 707.007812 1729165423.4201
MEM 707.007812 1729165423.5204
MEM 707.007812 1729165423.6208
MEM 707.007812 1729165423.7211
MEM 707.007812 1729165423.8214
MEM 707.007812 1729165423.9216
MEM 707.007812 1729165424.0219
MEM 707.007812 1729165424.1223
MEM 707.007812 1729165424.2226
MEM 707.007812 1729165424.3230
MEM 707.007812 1729165424.4233
MEM 707.007812 1729165424.5238
MEM 707.007812 1729165424.6243
MEM 707.007812 1729165424.7248
MEM 707.007812 1729165424.8252
MEM 707.007812 1729165424.9257
MEM 707.007812 1729165425.0261
MEM 707.007812 1729165425.1264
MEM 707.007812 1729165425.2268
MEM 707.007812 1729165425.3272
MEM 707.007812 1729165425.4276
MEM 707.007812 1729165425.5280
MEM 707.007812 1729165425.6284
MEM 707.007812 1729165425.7288
MEM 707.007812 1729165425.8292
MEM 707.007812 1729165425.9296
MEM 707.007812 1729165426.0300
MEM 707.007812 1729165426.1303
MEM 707.007812 1729165426.2307
MEM 707.007812 1729165426.3312
MEM 707.007812 1729165426.4316
MEM 707.007812 1729165426.5319
MEM 707.007812 1729165426.6323
MEM 707.007812 1729165426.7327
MEM 707.007812 1729165426.8331
MEM 707.007812 1729165426.9335
MEM 707.007812 1729165427.0339
MEM 707.007812 1729165427.1343
MEM 707.007812 1729165427.2347
MEM 707.007812 1729165427.3350
MEM 707.007812 1729165427.4353
MEM 707.007812 1729165427.5358
MEM 707.007812 1729165427.6362
MEM 707.007812 1729165427.7367
MEM 707.007812 1729165427.8371
MEM 707.007812 1729165427.9376
MEM 707.007812 1729165428.0381
MEM 707.007812 1729165428.1387
MEM 707.007812 1729165428.2391
MEM 707.007812 1729165428.3397
MEM 707.007812 1729165428.4401
MEM 707.007812 1729165428.5405
MEM 707.007812 1729165428.6409
MEM 707.007812 1729165428.7413
MEM 707.007812 1729165428.8419
MEM 707.007812 1729165428.9423
MEM 707.007812 1729165429.0427
MEM 707.007812 1729165429.1431
MEM 707.007812 1729165429.2436
MEM 707.007812 1729165429.3440
MEM 707.007812 1729165429.4445
MEM 707.007812 1729165429.5448
MEM 707.007812 1729165429.6452
MEM 707.007812 1729165429.7456
MEM 707.007812 1729165429.8459
MEM 707.007812 1729165429.9464
MEM 707.007812 1729165430.0468
MEM 707.007812 1729165430.1472
MEM 707.007812 1729165430.2477
MEM 707.007812 1729165430.3481
MEM 707.007812 1729165430.4485
MEM 707.007812 1729165430.5490
MEM 707.007812 1729165430.6495
MEM 707.007812 1729165430.7502
MEM 707.007812 1729165430.8508
MEM 707.007812 1729165430.9511
MEM 707.007812 1729165431.0516
MEM 707.007812 1729165431.1525
MEM 707.007812 1729165431.2531
MEM 707.007812 1729165431.3536
MEM 707.007812 1729165431.4548
MEM 707.007812 1729165431.5557
MEM 707.007812 1729165431.6567
MEM 707.007812 1729165431.7573
MEM 707.007812 1729165431.8578
MEM 707.007812 1729165431.9582
MEM 707.007812 1729165432.0588
MEM 707.007812 1729165432.1592
MEM 707.007812 1729165432.2596
MEM 707.007812 1729165432.3600
MEM 707.007812 1729165432.4604
MEM 707.007812 1729165432.5614
MEM 707.007812 1729165432.6619
MEM 707.007812 1729165432.7627
MEM 707.007812 1729165432.8634
MEM 707.007812 1729165432.9639
MEM 707.007812 1729165433.0648
MEM 707.007812 1729165433.1659
MEM 707.007812 1729165433.2669
MEM 707.007812 1729165433.3678
MEM 707.007812 1729165433.4684
MEM 707.007812 1729165433.5688
MEM 707.007812 1729165433.6692
MEM 707.007812 1729165433.7696
MEM 707.007812 1729165433.8700
MEM 707.007812 1729165433.9703
MEM 707.007812 1729165434.0708
MEM 707.007812 1729165434.1712
MEM 707.007812 1729165434.2717
MEM 707.007812 1729165434.3722
MEM 707.007812 1729165434.4728
MEM 707.007812 1729165434.5733
MEM 707.007812 1729165434.6737
MEM 707.007812 1729165434.7740
MEM 707.007812 1729165434.8745
MEM 707.007812 1729165434.9750
MEM 707.007812 1729165435.0755
MEM 707.007812 1729165435.1759
MEM 707.007812 1729165435.2764
MEM 707.007812 1729165435.3769
MEM 707.007812 1729165435.4773
MEM 707.007812 1729165435.5779
MEM 707.007812 1729165435.6783
MEM 707.007812 1729165435.7788
MEM 707.007812 1729165435.8793
MEM 707.007812 1729165435.9799
MEM 707.007812 1729165436.0804
MEM 707.007812 1729165436.1808
MEM 707.007812 1729165436.2813
MEM 707.007812 1729165436.3817
MEM 707.007812 1729165436.4821
MEM 707.007812 1729165436.5825
MEM 707.007812 1729165436.6829
MEM 707.007812 1729165436.7834
MEM 707.007812 1729165436.8838
MEM 707.007812 1729165436.9843
MEM 707.007812 1729165437.0847
MEM 707.007812 1729165437.1850
MEM 707.007812 1729165437.2855
MEM 707.007812 1729165437.3859
MEM 707.007812 1729165437.4863
MEM 707.007812 1729165437.5867
MEM 707.007812 1729165437.6870
MEM 707.007812 1729165437.7874
MEM 707.007812 1729165437.8879
MEM 707.007812 1729165437.9885
MEM 707.007812 1729165438.0890
MEM 707.007812 1729165438.1895
MEM 707.007812 1729165438.2900
MEM 707.007812 1729165438.3905
MEM 707.007812 1729165438.4909
MEM 707.007812 1729165438.5912
MEM 707.007812 1729165438.6916
MEM 707.007812 1729165438.7919
MEM 707.007812 1729165438.8922
MEM 707.007812 1729165438.9926
MEM 707.007812 1729165439.0930
MEM 707.007812 1729165439.1933
MEM 707.007812 1729165439.2937
MEM 707.007812 1729165439.3941
MEM 707.007812 1729165439.4944
MEM 707.007812 1729165439.5946
MEM 707.007812 1729165439.6949
MEM 707.007812 1729165439.7952
MEM 707.007812 1729165439.8955
MEM 707.007812 1729165439.9958
MEM 707.007812 1729165440.0962
MEM 707.007812 1729165440.1965
MEM 707.007812 1729165440.2969
MEM 707.007812 1729165440.3972
MEM 707.007812 1729165440.4976
MEM 707.007812 1729165440.5981
MEM 707.007812 1729165440.6986
MEM 707.007812 1729165440.7989
MEM 707.007812 1729165440.8993
MEM 707.007812 1729165440.9996
MEM 707.007812 1729165441.1000
MEM 707.007812 1729165441.2004
MEM 707.007812 1729165441.3008
MEM 707.007812 1729165441.4013
MEM 707.007812 1729165441.5017
MEM 707.007812 1729165441.6021
MEM 707.007812 1729165441.7026
MEM 707.007812 1729165441.8029
MEM 707.007812 1729165441.9033
MEM 707.007812 1729165442.0037
MEM 707.007812 1729165442.1041
MEM 707.007812 1729165442.2045
MEM 707.007812 1729165442.3049
MEM 707.007812 1729165442.4053
MEM 707.007812 1729165442.5058
MEM 707.007812 1729165442.6062
MEM 707.007812 1729165442.7067
MEM 707.007812 1729165442.8071
MEM 707.007812 1729165442.9075
MEM 707.007812 1729165443.0078
MEM 707.007812 1729165443.1081
MEM 707.007812 1729165443.2084
MEM 707.007812 1729165443.3088
MEM 707.007812 1729165443.4092
MEM 707.007812 1729165443.5096
MEM 707.007812 1729165443.6101
MEM 707.007812 1729165443.7106
MEM 707.007812 1729165443.8108
MEM 707.007812 1729165443.9111
MEM 707.007812 1729165444.0115
MEM 707.007812 1729165444.1119
MEM 707.007812 1729165444.2123
MEM 707.007812 1729165444.3127
MEM 707.007812 1729165444.4131
MEM 707.007812 1729165444.5135
MEM 707.007812 1729165444.6138
MEM 707.007812 1729165444.7142
MEM 707.007812 1729165444.8146
MEM 707.007812 1729165444.9149
MEM 707.007812 1729165445.0152
MEM 707.007812 1729165445.1155
MEM 707.007812 1729165445.2158
MEM 707.007812 1729165445.3162
MEM 707.007812 1729165445.4166
MEM 707.007812 1729165445.5170
MEM 707.007812 1729165445.6174
MEM 707.007812 1729165445.7178
MEM 707.007812 1729165445.8182
MEM 707.007812 1729165445.9187
MEM 707.007812 1729165446.0189
MEM 707.007812 1729165446.1193
MEM 707.007812 1729165446.2197
MEM 707.007812 1729165446.3201
MEM 707.007812 1729165446.4204
MEM 707.007812 1729165446.5208
MEM 707.007812 1729165446.6212
MEM 707.007812 1729165446.7216
MEM 707.007812 1729165446.8220
MEM 707.007812 1729165446.9224
MEM 707.007812 1729165447.0228
MEM 707.007812 1729165447.1232
MEM 707.007812 1729165447.2236
MEM 707.007812 1729165447.3240
MEM 707.007812 1729165447.4243
MEM 707.007812 1729165447.5247
MEM 707.007812 1729165447.6251
MEM 707.007812 1729165447.7255
MEM 707.007812 1729165447.8258
MEM 707.007812 1729165447.9262
MEM 707.007812 1729165448.0266
MEM 707.007812 1729165448.1270
MEM 707.007812 1729165448.2274
MEM 707.007812 1729165448.3278
MEM 707.007812 1729165448.4282
MEM 707.007812 1729165448.5285
MEM 707.007812 1729165448.6289
MEM 707.007812 1729165448.7294
MEM 707.007812 1729165448.8297
MEM 707.007812 1729165448.9302
MEM 707.007812 1729165449.0305
MEM 707.007812 1729165449.1310
MEM 707.007812 1729165449.2313
MEM 707.007812 1729165449.3318
MEM 707.007812 1729165449.4324
MEM 707.007812 1729165449.5330
MEM 707.007812 1729165449.6335
MEM 707.007812 1729165449.7341
MEM 707.007812 1729165449.8348
MEM 707.007812 1729165449.9353
MEM 707.007812 1729165450.0359
MEM 707.007812 1729165450.1364
MEM 707.007812 1729165450.2369
MEM 707.007812 1729165450.3374
MEM 707.007812 1729165450.4378
MEM 707.007812 1729165450.5383
MEM 707.007812 1729165450.6388
MEM 707.007812 1729165450.7392
MEM 707.007812 1729165450.8397
MEM 707.007812 1729165450.9402
MEM 707.007812 1729165451.0406
MEM 707.007812 1729165451.1411
MEM 707.007812 1729165451.2416
MEM 707.007812 1729165451.3421
MEM 707.007812 1729165451.4426
MEM 707.007812 1729165451.5430
MEM 707.007812 1729165451.6434
MEM 707.007812 1729165451.7437
MEM 707.007812 1729165451.8441
MEM 707.007812 1729165451.9445
MEM 707.007812 1729165452.0448
MEM 707.007812 1729165452.1451
MEM 707.007812 1729165452.2455
MEM 707.007812 1729165452.3459
MEM 707.007812 1729165452.4463
MEM 707.007812 1729165452.5467
MEM 707.007812 1729165452.6470
MEM 707.007812 1729165452.7473
MEM 707.007812 1729165452.8476
MEM 707.007812 1729165452.9480
MEM 707.007812 1729165453.0483
MEM 707.007812 1729165453.1487
MEM 707.007812 1729165453.2490
MEM 707.007812 1729165453.3494
MEM 707.007812 1729165453.4498
MEM 707.007812 1729165453.5502
MEM 707.007812 1729165453.6507
MEM 707.007812 1729165453.7511
MEM 707.007812 1729165453.8515
MEM 707.007812 1729165453.9518
MEM 707.007812 1729165454.0524
MEM 707.007812 1729165454.1529
MEM 707.007812 1729165454.2534
MEM 707.007812 1729165454.3538
MEM 707.007812 1729165454.4542
MEM 707.007812 1729165454.5546
MEM 707.007812 1729165454.6550
MEM 707.007812 1729165454.7553
MEM 707.007812 1729165454.8557
MEM 707.007812 1729165454.9562
MEM 707.007812 1729165455.0566
MEM 707.007812 1729165455.1570
MEM 707.007812 1729165455.2574
MEM 707.007812 1729165455.3577
MEM 707.007812 1729165455.4580
MEM 707.007812 1729165455.5584
MEM 707.007812 1729165455.6589
MEM 707.007812 1729165455.7593
MEM 707.007812 1729165455.8597
MEM 707.007812 1729165455.9600
MEM 707.007812 1729165456.0603
MEM 707.007812 1729165456.1606
MEM 707.007812 1729165456.2609
MEM 707.007812 1729165456.3612
MEM 707.007812 1729165456.4615
MEM 707.007812 1729165456.5620
MEM 707.007812 1729165456.6625
MEM 707.007812 1729165456.7629
MEM 707.007812 1729165456.8633
MEM 707.007812 1729165456.9638
